name,type,value,date
MH-student-X37-11#-OUT,4,45.0,12:26
MH-STHJS-2F-205,5,40.5,12:26
MH-XNTYG-2F-01,6,29.0,12:26
MH-MLL-4F-B401,7,24.5,12:26
MH-D1CY-1F-18,8,21.0,12:26
MH-CLC-3F-303,9,17.0,12:26
MH-XTYG-2F-203-2,10,8.5,12:26
MH-CLF-2F-201,1,184.5,12:27
MH-LZDTSG-2F-06,2,76.5,12:27
MH-XTYG-CYL-54#-OUT,3,70.5,12:27
MH-YX3-2F-217,4,47.0,12:27
MH-D1CY-1F-16,5,26.5,12:27
MH-GCLXSYZX-2F-01,6,25.5,12:27
MH-GM-2F-210,7,25.5,12:27
MH-MLXY-N-6F-05,8,25.0,12:27
MH-BYGTSG-3F-05,9,23.5,12:27
XH-XSY-4F-S409A,10,20.5,12:27
MH-ZYXY-5F-01,1,184.5,12:28
MH-SDL-2F-N201,2,140.0,12:28
MH-NS1-1F-0-111,3,116.5,12:28
MH-GCLXSYZX-3F-03,4,98.0,12:28
MH-CLA-5F-502-2,5,76.5,12:28
MH-HLGC-1F-01,6,35.0,12:28
MH-YX1-2F-XSBG,7,26.0,12:28
MH-D4CY-2F-13,8,16.0,12:28
MH-XSHDZX-2F-ZouLang-03,9,14.5,12:28
MH-GCLXSYZX-9#-OUT,10,12.5,12:28
MH-XZY-2F-201,1,119.0,12:29
MH-NSSXL-1F-112,2,104.0,12:29
MH-YX2-5F-2-511,3,99.5,12:29
MH-CLB-2F-210,4,52.0,12:29
MH-GCLXSYZX-5F-01,5,44.0,12:29
MH-CLB-2F-202,6,35.0,12:29
MH-D1CY-2F-04,7,33.5,12:29
MH-BYGTSG-3F-04,8,33.5,12:29
MH-YX6-5F-yuangongbangongshi1,9,33.0,12:29
MH-NS2-2F-212,10,31.5,12:29
XH-XSY-3F-S301A,1,122.0,12:30
MH-YX5-2F-201,2,87.5,12:30
MH-GCLXSYZX-3F-05,3,81.0,12:30
MH-HX-A-2F-209,4,52.0,12:30
MH-YX3-2F-212,5,30.5,12:30
MH-WLL-Z-2F-01,6,28.0,12:30
MH-D4CY-1F-03,7,22.0,12:30
MH-D4CY-2F-01,8,20.0,12:30
MH-YX1-2F-XSBG,9,16.5,12:30
MH-WX-3F-309,10,11.5,12:30
MH-BYGSXX-3F-01,1,85.0,12:31
XH-XSY-3F-S301A,2,42.5,12:31
MH-MHKFT-1F-01,3,24.0,12:31
MH-HKY-3F-1336,4,12.5,12:31
MH-XZY-1F-112,5,9.5,12:31
MH-D4CY-1F-01,6,9.5,12:31
MH-JJC-2F-207,7,9.0,12:31
MH-GCXLZX-B-2F-03,8,9.0,12:31
MH-D4CY-1F-05,9,8.0,12:31
MH-YXL-5-1F-02,10,8.0,12:31
MH-HX-A-5F-538B,1,97.5,12:32
MH-CLE-2F-203,2,48.0,12:32
MH-BYGTSG-2F-04,3,35.5,12:32
XH-XSY-1F-S101-1,4,35.5,12:32
MH-HLGC-1,5,14.0,12:32
MH-D4CY-1F-01,6,11.0,12:32
MH-LZDTSG-2F-02,7,9.0,12:32
MH-D4CY-2F-09,8,8.5,12:32
MH-X49-student-14#-OUT,9,7.5,12:32
MH-MLL-4F-B406-1,10,7.0,12:32
MH-YX7-4F-401,1,134.5,12:33
MH-NS2-3F-0-303,2,123.5,12:33
MH-MLL-6F-B604,3,112.0,12:33
MH-GCLXSYZX-9#-OUT,4,88.5,12:33
MH-FC1-4F-418,5,77.5,12:33
MH-WLL-Z-2F-01,6,66.0,12:33
MH-D4CY-1F-01,7,47.5,12:33
MH-CLE-2F-203,8,32.5,12:33
MH-D4CY-1F-02,9,28.5,12:33
MH-MHKFT-1F-01,10,21.5,12:33
MH-MLL-7F-A704,1,191.0,12:34
MH-BYGTSG-3F-05,2,66.0,12:34
MH-ZYXY-5F-05,3,61.5,12:34
MH-D4CY-1F-03,4,39.5,12:34
MH-CLF-4F-419,5,27.5,12:34
MH-XNTYG-44#-OUT,6,25.5,12:34
MH-GCLXSYZX-9#-OUT,7,24.0,12:34
MH-MLL-5F-A506-1,8,22.0,12:34
MH-HKY-3F-1336,9,20.0,12:34
MH-XZY-1F-105,10,18.5,12:34
MH-MLL-9F-A901,1,160.5,12:35
XH-XSY-4F-S403B,2,61.0,12:35
MH-CLF-4F-406,3,7.0,12:35
MH-ZYXY-5F-01,4,6.5,12:35
MH-JJC-2F-207,5,1.0,12:35
MH-XXY-4F-407,6,1.0,12:35
MH-GCLXSYZX-9#-OUT,7,1.0,12:35
MH-D4CY-1F-05,8,1.0,12:35
MH-YX5-2F-201,9,1.0,12:35
MH-STHJS-1F-1,10,1.0,12:35
MH-NS3-2F-223,1,141.5,12:36
MH-LZDTSG-2F-01,2,130.5,12:36
MH-XZY-1F-111,3,97.0,12:36
MH-BYGTSG-1F-01,4,95.5,12:36
MH-BYGSXX-3F-01,5,83.0,12:36
MH-BYGTSG-2F-05,6,83.0,12:36
MH-MLL-3F-A303,7,73.5,12:36
MH-HJL-4F-417,8,63.0,12:36
MH-WX-5F-513,9,40.5,12:36
MH-D4CY-1F-06,10,35.0,12:36
MH-ZYXY-5F-01,1,161.0,12:37
MH-CLF-2F-201,2,157.5,12:37
MH-MLL-2F-A202,3,154.0,12:37
MH-XZY-1F-107,4,149.0,12:37
MH-BYGTSG-2F-02,5,142.5,12:37
MH-WX-1F-128,6,114.0,12:37
MH-YX7-5F-507,7,65.5,12:37
MH-FC1-4F-402,8,50.5,12:37
MH-XTYG-CYL-54#-OUT,9,49.0,12:37
MH-FC1-2F-202,10,46.0,12:37
MH-ZYXY-5F-01,1,117.5,12:38
MH-BYGTSG-4F-03,2,81.5,12:38
MH-HJL-6F-602-1,3,77.0,12:38
MH-BYGTSG-3F-02,4,76.0,12:38
MH-BYGTSG-3F-05,5,62.0,12:38
MH-MLL-6F-B606-2,6,42.0,12:38
MH-HLGC-1F-01,7,33.5,12:38
MH-LZDTSG-2F-02,8,30.0,12:38
MH-XZY-2F-204,9,28.5,12:38
MH-GCLXSYZX-5F-05,10,22.0,12:38
MH-ZYXY-6F-01,1,43.0,12:39
MH-D4CY-1F-05,2,40.5,12:39
MH-STHJCLYJS-2F-02,3,39.0,12:39
MH-LZDTSG-3F-02,4,38.5,12:39
MH-MLL-2F-A203,5,37.5,12:39
MH-CLF-2F-211-2,6,35.0,12:39
MH-YX-4A227,7,34.0,12:39
MH-BYGTSG-3F-05,8,33.5,12:39
MH-D1CY-1F-12,9,32.0,12:39
MH-YX5-2F-201,10,30.5,12:39
MH-XSY-1F-115,1,92.5,12:40
MH-BYGWLX-4F-02,2,88.0,12:40
MH-CLB-2F-202,3,52.0,12:40
MH-NS3-1F-109,4,40.5,12:40
MH-WX-3F-311,5,20.0,12:40
MH-D4CY-1F-02,6,20.0,12:40
MH-X49-student-14#-OUT,7,13.0,12:40
MH-LXZL-51#-OUT,8,9.5,12:40
MH-TMHJL-3F-307,9,8.5,12:40
MH-GCLXSYZX-9#-OUT,10,7.5,12:40
MH-BYGTSG-2F-04,1,261.0,12:41
MH-XZY-2F-213,2,135.0,12:41
MH-CLB-4F-406,3,31.0,12:41
MH-NS1-4F-XXS,4,26.5,12:41
MH-ZYXY-5F-01,5,24.5,12:41
MH-MLXY-N-BGT-02,6,17.0,12:41
MH-STHJS-2F-205,7,14.5,12:41
MH-MLL-2F-B219,8,12.0,12:41
MH-GCLXSYZX-9#-OUT,9,7.0,12:41
MH-XTYG-2F-203-2,10,7.0,12:41
MH-HX-A-3F-302,1,47.5,12:42
MH-BYGTSG-2F-05,2,40.5,12:42
MH-BYGTSG-3F-05,3,32.0,12:42
MH-HX-A-5F-518,4,19.0,12:42
MH-HLGC-1,5,16.5,12:42
MH-BYGTSG-3F-01,6,15.0,12:42
MH-GCLXSYZX-3F-06,7,12.0,12:42
MH-NS3-2F-223,8,12.0,12:42
MH-NS3-5F-0-506,9,12.0,12:42
MH-D1CY-2F-03,10,10.5,12:42
MH-BYGTSG-2F-04,1,356.0,12:43
MH-CLE-2F-204-1,2,148.5,12:43
MH-BYGTSG-2F-01,3,95.5,12:43
MH-GCLXSYZX-9#-OUT,4,84.5,12:43
MH-BYGTSG-4F-03,5,75.0,12:43
MH-YX7-4F-401,6,64.0,12:43
MH-CLA-5F-502-1,7,45.5,12:43
MH-NS3-1F-109,8,42.5,12:43
MH-YX1-1F-101,9,37.5,12:43
MH-D4CY-1F-02,10,34.0,12:43
MH-WX-3F-309,1,130.0,12:44
MH-GCLXSYZX-3F-02,2,117.0,12:44
MH-XZY-1F-104,3,90.5,12:44
MH-XZY-2F-211,4,59.5,12:44
MH-BYGTSG-3F-05,5,43.5,12:44
MH-BYGTSG-1F-07,6,34.5,12:44
MH-HJL-3F-322,7,29.0,12:44
MH-FC1-5F-517,8,20.0,12:44
MH-XTYG-CYL-54#-OUT,9,18.0,12:44
MH-HKY-2F-224,10,18.0,12:44
MH-HKY-2F-213,1,77.5,12:45
MH-BYGTSG-3F-05,2,39.5,12:45
MH-CLC-3F-310,3,20.0,12:45
MH-MLL-5F-A506-1,4,14.5,12:45
MH-FXCSZX-3-1F-02,5,14.5,12:45
MH-YX5-3F-314,6,12.0,12:45
MH-HLGC-1,7,11.5,12:45
MH-X49-student-14#-OUT,8,11.0,12:45
MH-XXY-5F-507,9,10.5,12:45
MH-LXZL-51#-OUT,10,9.0,12:45
MH-YYG-1F-01,1,130.0,12:46
MH-CLE-3F-301-2,2,116.5,12:46
MH-NS1-4F-XXS,3,60.5,12:46
MH-BYGTSG-2F-01,4,50.0,12:46
MH-XTYG-CYL-54#-OUT,5,29.5,12:46
MH-D4CY-1F-06,6,29.5,12:46
MH-BYGTSG-3F-02,7,28.0,12:46
MH-CLA-5F-502-1,8,21.5,12:46
MH-MLL-7F-A709,9,17.5,12:46
MH-GCLXSYZX-4F-01,10,17.0,12:46
XH-XSY-4F-S409A,1,228.5,12:47
MH-BYGTSG-4F-05,2,143.0,12:47
MH-CLB-4F-405,3,72.0,12:47
MH-GCLXSYZX-3F-04,4,48.5,12:47
MH-LZDTSG-2F-05,5,42.5,12:47
MH-XZY-1F-105,6,36.0,12:47
MH-MLL-4F-A406,7,35.5,12:47
MH-LXZL-4F-410,8,34.5,12:47
MH-JJT-42#-OUT,9,26.0,12:47
MH-LXZL-51#-OUT,10,26.0,12:47
MH-HJL-3F-309,1,40.5,12:48
MH-HKY-4F-ZL2,2,34.0,12:48
MH-ZYXY-5F-01,3,33.5,12:48
MH-HLGC-1F-01,4,31.0,12:48
MH-FC2-3F-313,5,28.5,12:48
MH-D4CY-1F-02,6,27.5,12:48
MH-CL-H-3F-313,7,27.5,12:48
MH-YX7-2F-203,8,24.5,12:48
XH-XSY-3F-AP300-1,9,23.5,12:48
MH-XTYG-CYL-54#-OUT,10,19.0,12:48
MH-HKY-2F-213,1,225.5,12:49
MH-LZDTSG-3F-10,2,156.5,12:49
MH-HJKXL-2F-08,3,138.0,12:49
MH-YX-4A227,4,119.0,12:49
MH-XSY-1F-115,5,91.5,12:49
MH-LXZL-4F-418,6,86.5,12:49
MH-LZDTSG-3F-02,7,83.0,12:49
MH-LY-2F-4,8,58.5,12:49
MH-YX2-2F-2-207,9,57.0,12:49
MH-BYGTSG-2F-03,10,46.5,12:49
MH-BYGTSG-4F-05,1,127.0,12:50
MH-MLL-8F-A804,2,54.5,12:50
MH-CL-E-3F-01,3,27.5,12:50
MH-D4CY-1F-04,4,26.0,12:50
MH-D4CY-2F-13,5,18.0,12:50
MH-CLE-2F-202-1,6,13.0,12:50
MH-MLL-6F-B608,7,11.0,12:50
MH-XTYG-CYL-54#-OUT,8,9.0,12:50
MH-student-X37-11#-OUT,9,9.0,12:50
MH-BYGTSG-4F-04,10,9.0,12:50
MH-BYGSXX-3F-01,1,278.5,12:51
MH-MLL-6F-B608,2,124.5,12:51
MH-BYGTSG-2F-04,3,87.0,12:51
MH-GCLXSYZX-2F-01,4,72.5,12:51
MH-LZDTSG-2F-06,5,61.0,12:51
MH-XZY-1F-103,6,57.0,12:51
XH-XSY-3F-S303A,7,40.0,12:51
MH-GCLXSYZX-9#-OUT,8,39.5,12:51
MH-NSSYL-2F-207,9,27.0,12:51
MH-YX3-5F-500,10,24.0,12:51
MH-YX2-2F-2-207,1,107.5,12:52
MH-XZY-1F-111,2,101.5,12:52
MH-XZY-1F-112,3,78.0,12:52
MH-HJL-3F-308,4,20.0,12:52
MH-WLL-Z-2F-01,5,17.5,12:52
MH-MLL-7F-A709,6,17.5,12:52
MH-GCLXSYZX-9#-OUT,7,11.0,12:52
MH-XTYG-CYL-54#-OUT,8,11.0,12:52
MH-MLXY-N-7F-02,9,11.0,12:52
MH-D1CY-1F-13,10,10.5,12:52
MH-BYGTSG-2F-04,1,119.0,12:53
MH-CL-C-3F-04,2,106.0,12:53
MH-BYGTSG-3F-01,3,61.0,12:53
MH-CLE-2F-203,4,58.0,12:53
MH-NS3-5F-0-506,5,56.0,12:53
MH-HKY-2F-201,6,47.0,12:53
MH-XZY-1F-113,7,41.0,12:53
MH-GCLXSYZX-9#-OUT,8,39.5,12:53
MH-CLD-3F-327,9,39.0,12:53
MH-MHKFT-1F-01,10,32.5,12:53
MH-XXY-5F-507,1,354.5,12:54
MH-XZY-1F-104,2,223.0,12:54
MH-BYGTSG-2F-04,3,190.5,12:54
MH-BYGTSG-1F-01,4,106.5,12:54
MH-LZDTSG-2F-05,5,88.5,12:54
MH-BYGTSG-2F-02,6,87.5,12:54
MH-WX-1F-130,7,71.0,12:54
MH-LXZL-4F-418,8,68.0,12:54
MH-HJL-5F-508,9,36.0,12:54
MH-YX-4A319,10,33.0,12:54
MH-HJL-3F-309,1,116.0,12:55
MH-HJL-3F-308,2,105.5,12:55
MH-YX3-4F-407,3,89.0,12:55
MH-MLL-7F-B731,4,82.0,12:55
MH-NS3-1F-106,5,46.5,12:55
MH-D4CY-2F-13,6,18.5,12:55
MH-YX5-2F-201,7,18.5,12:55
MH-BYGTSG-2F-02,8,15.5,12:55
MH-BYGTSG-3F-05,9,14.0,12:55
MH-WX-1F-108,10,11.5,12:55
MH-LZDTSG-3F-01,1,133.5,12:56
MH-CLB-2F-210,2,79.5,12:56
MH-LZDTSG-3F-10,3,67.0,12:56
MH-LZDTSG-2F-01,4,57.0,12:56
MH-MLL-9F-A902,5,54.0,12:56
MH-LZDTSG-2F-05,6,50.0,12:56
MH-YYG-1F-05,7,49.0,12:56
MH-D4CY-1F-06,8,40.0,12:56
MH-WX-1F-108,9,39.5,12:56
MH-BYGTSG-3F-04,10,39.0,12:56
MH-JGDLZ-3F-308,1,156.0,12:57
MH-YX3-4F-407,2,147.5,12:57
MH-MLL-4F-A406,3,123.0,12:57
MH-MLL-6F-A608,4,117.5,12:57
MH-MLL-2F-B201,5,112.5,12:57
MH-CLF-2F-201,6,112.0,12:57
XH-XSY-4F-S409A,7,109.5,12:57
MH-BYGTSG-1F-03,8,59.5,12:57
MH-XSY-1F-115,9,28.5,12:57
MH-FC2-6F-604,10,27.5,12:57
MH-ZYXY-5F-01,1,100.0,12:58
MH-HJL-2F-DGNT-2,2,84.5,12:58
MH-D4CY-2F-13,3,81.0,12:58
MH-CLD-4F-416,4,67.0,12:58
MH-GCLXSYZX-5F-01,5,65.0,12:58
MH-XZY-2F-204,6,61.0,12:58
MH-D4CY-2F-01,7,50.5,12:58
MH-YX1-2F-XSBG,8,29.0,12:58
MH-MLXY-N-BGT-01,9,27.0,12:58
MH-BYGWLX-4F-02,10,24.0,12:58
MH-MLL-7F-A708,1,170.5,12:59
MH-BYGTSG-3F-04,2,150.5,12:59
MH-CLB-2F-210,3,62.0,12:59
MH-MLL-4F-A408,4,62.0,12:59
MH-BYGTSG-1F-01,5,59.5,12:59
MH-HX-A-4F-408,6,53.0,12:59
MH-HJL-6F-602-1,7,46.5,12:59
MH-CLD-4F-439,8,44.5,12:59
MH-BYGTSG-2F-03,9,43.5,12:59
MH-GCLXSYZX-5F-04,10,39.0,12:59
MH-ZYXY-6F-01,1,305.5,13:00
MH-WX-3F-309,2,281.0,13:00
MH-MLL-4F-A408,3,151.0,13:00
XH-XSY-3F-S301A,4,106.0,13:00
MH-LWLZX-1F-05,5,90.5,13:00
MH-D4CY-2F-13,6,75.0,13:00
MH-BYGTSG-1F-01,7,71.0,13:00
MH-MLL-7F-A702,8,63.0,13:00
MH-WLSYL-1F-02,9,60.0,13:00
MH-NSSYL-2F-203,10,56.5,13:00
MH-MLL-7F-A702,1,37.5,13:01
MH-CLD-4F-416,2,28.0,13:01
MH-YX5-2F-201,3,28.0,13:01
MH-XZY-2F-201,4,25.5,13:01
MH-GCLXSYZX-9#-OUT,5,20.5,13:01
MH-WX-3F-309,6,13.5,13:01
MH-X49-student-14#-OUT,7,10.0,13:01
MH-MLL-5F-A506-2,8,10.0,13:01
MH-LZDTSG-2F-02,9,9.0,13:01
MH-WLL-Z-1F-04,10,9.0,13:01
MH-CLA-5F-502-1,1,275.5,13:02
MH-HX-A-3F-302,2,123.5,13:02
MH-MLXY-N-1F-01,3,53.5,13:02
MH-GCLXSYZX-5F-04,4,51.5,13:02
MH-LXZL-4F-418,5,19.0,13:02
MH-BYGTSG-2F-02,6,12.5,13:02
MH-GCLXSYZX-9#-OUT,7,12.0,13:02
MH-BYGTSG-43#-OUT,8,11.0,13:02
MH-XTYG-2F-203-1,9,10.5,13:02
MH-LWLZX-1F-05,10,9.0,13:02
MH-BYGTSG-2F-05,1,284.5,13:03
MH-WLL-Z-2F-04,2,183.5,13:03
MH-NS1-2F-213,3,140.5,13:03
MH-YX3-4F-405,4,125.5,13:03
MH-HX-A-5F-523,5,86.0,13:03
MH-BYGTSG-1F-01,6,57.5,13:03
MH-MLL-5F-B508,7,55.5,13:03
MH-NS2-5F-0-508-1,8,53.5,13:03
MH-YXL-7-5F-01,9,53.0,13:03
MH-MLXY-S-BGT-02,10,51.5,13:03
MH-BYGWLX-4F-02,1,264.5,13:04
MH-YX3-2F-209,2,36.5,13:04
MH-LXZL-4F-423-1,3,36.0,13:04
MH-GCLXSYZX-3F-02,4,31.0,13:04
MH-WLL-Z-1F-01,5,30.5,13:04
MH-BYGTSG-3F-05,6,22.0,13:04
MH-D4CY-2F-06,7,21.5,13:04
MH-GCLXSYZX-9#-OUT,8,18.0,13:04
MH-BYGTSG-1F-07,9,15.5,13:04
MH-XZY-1F-104,10,15.5,13:04
MH-XXY-5F-507,1,121.5,13:05
MH-LZDTSG-3F-01,2,106.5,13:05
MH-LZDTSG-2F-03,3,90.0,13:05
MH-YX-4A227,4,61.0,13:05
MH-HJL-5F-518,5,49.0,13:05
MH-HJL-4F-410,6,30.0,13:05
MH-MLXY-N-BGT-01,7,29.0,13:05
MH-HLGC-1F-02,8,27.0,13:05
MH-BYGTSG-3F-04,9,25.0,13:05
MH-NS1-4F-417,10,20.5,13:05
MH-MLL-3F-A303,1,230.0,13:06
MH-BYGTSG-4F-05,2,200.5,13:06
MH-NS3-1F-109,3,134.0,13:06
MH-MLXY-N-BGT-01,4,90.0,13:06
MH-YYG-1F-01,5,76.0,13:06
MH-MLL-4F-B401,6,61.5,13:06
MH-LZDTSG-2F-03,7,48.5,13:06
MH-BYGTSG-3F-04,8,35.0,13:06
MH-D4CY-1F-06,9,33.0,13:06
MH-YXL-7-4F-01,10,32.0,13:06
MH-YYG-1F-01,1,139.0,13:07
MH-YYG-1F-07,2,90.5,13:07
MH-NS2-5F-0-508-1,3,59.0,13:07
MH-MLXY-N-1F-01,4,55.0,13:07
MH-ZYXY-6F-01,5,52.0,13:07
MH-WLL-Z-2F-04,6,41.0,13:07
MH-CLB-3F-304,7,29.5,13:07
MH-GCLXSYZX-9#-OUT,8,23.0,13:07
MH-LXZL-51#-OUT,9,19.5,13:07
XH-XSY-4F-S406C,10,18.5,13:07
MH-BYGTSG-4F-05,1,130.5,13:08
MH-HJL-3F-309,2,111.5,13:08
MH-BYGSXX-3F-01,3,99.5,13:08
MH-ZYXY-5F-01,4,88.0,13:08
MH-D4CY-2F-13,5,75.5,13:08
MH-LZDTSG-2F-06,6,58.5,13:08
MH-CLF-5F-519,7,40.5,13:08
MH-BYGTSG-1F-07,8,28.0,13:08
MH-BYGTSG-3F-02,9,16.5,13:08
MH-GCLXSYZX-5F-05,10,16.0,13:08
MH-MLL-4F-A408,1,242.0,13:09
MH-XZY-2F-213,2,123.0,13:09
MH-XXY-4F-407,3,117.0,13:09
XH-XSY-4F-S404C,4,72.0,13:09
MH-D1CY-2F-04,5,59.5,13:09
XH-XSY-4F-S404B,6,56.0,13:09
XH-XSY-1F-S101-1,7,38.5,13:09
MH-ZYXY-6F-01,8,37.0,13:09
MH-BYGTSG-3F-04,9,35.0,13:09
MH-ZYXY-6F-04,10,35.0,13:09
MH-YX7-3F-303,1,120.0,13:10
XH-XSY-3F-S303B,2,79.5,13:10
MH-FC1-2F-202,3,67.5,13:10
MH-CLE-2F-203,4,62.0,13:10
MH-NS2-2F-212,5,55.0,13:10
MH-LZDTSG-2F-06,6,32.5,13:10
MH-BYGTSG-2F-03,7,29.0,13:10
MH-NS1-3F-308,8,28.5,13:10
XH-XSY-1F-S103-1,9,23.0,13:10
MH-YX1-2F-XSBG,10,15.0,13:10
MH-WX-1F-108,1,204.5,13:11
MH-BYGTSG-3F-01,2,75.5,13:11
MH-GCLXSYZX-3F-03,3,57.5,13:11
MH-NS2-2F-212,4,45.0,13:11
MH-YX6-1F-101,5,45.0,13:11
MH-BYGTSG-4F-03,6,40.0,13:11
MH-YX6-2F-206,7,22.5,13:11
MH-D1CY-2F-04,8,21.0,13:11
MH-WX-5F-513,9,13.5,13:11
MH-MLL-4F-A408,10,9.0,13:11
MH-BYGTSG-1F-07,1,94.5,13:12
MH-HJL-2F-DGNT-2,2,58.5,13:12
MH-BYGTSG-2F-02,3,24.5,13:12
MH-D1CY-1F-16,4,19.5,13:12
MH-BYGTSG-4F-04,5,19.0,13:12
MH-YX6-2F-206,6,17.5,13:12
MH-LXZL-4F-423-2,7,12.5,13:12
MH-FC2-5F-509,8,11.5,13:12
MH-XTYG-CYL-54#-OUT,9,10.5,13:12
MH-BYGTSG-3F-05,10,10.5,13:12
MH-BYGTSG-1F-01,1,185.0,13:13
MH-HJL-3F-308,2,165.5,13:13
MH-BYGTSG-2F-04,3,164.5,13:13
MH-YX7-4F-401,4,69.5,13:13
MH-BYGTSG-3F-02,5,67.0,13:13
MH-GCLXSYZX-9#-OUT,6,53.0,13:13
MH-BYGSXX-3F-01,7,51.0,13:13
MH-MLL-5F-A506-2,8,37.0,13:13
MH-MLL-6F-B604,9,33.5,13:13
MH-LZDTSG-3F-01,10,33.5,13:13
MH-BYGTSG-3F-05,1,130.0,13:14
MH-GM-2F-203,2,125.5,13:14
MH-HKY-3F-1336,3,98.5,13:14
MH-LZDTSG-3F-03,4,92.5,13:14
MH-MLL-4F-B406-1,5,60.5,13:14
MH-GCLXSYZX-3F-02,6,45.5,13:14
MH-WX-1F-108,7,34.0,13:14
MH-MLL-7F-A702,8,29.0,13:14
MH-WX-3F-309,9,21.0,13:14
MH-XZY-2F-211,10,19.5,13:14
MH-HJL-3F-308,1,120.5,13:15
MH-HJKXL-2F-08,2,62.0,13:15
MH-D4CY-2F-06,3,59.0,13:15
MH-FC2-3F-312,4,51.0,13:15
MH-GCLXSYZX-3F-05,5,35.0,13:15
MH-YX2-4F-2-411,6,30.5,13:15
MH-YX3-4F-407,7,27.5,13:15
MH-GCXLZX-B-3F-03,8,23.5,13:15
MH-YX5-2F-201,9,19.5,13:15
MH-YX5-1F-118,10,17.5,13:15
MH-BYGSXX-3F-01,1,101.0,13:16
MH-YX3-2F-213,2,99.0,13:16
MH-MLL-6F-A606,3,95.0,13:16
MH-CL-C-3F-04,4,79.5,13:16
MH-D4CY-2F-13,5,71.0,13:16
MH-CLC-3F-303,6,50.5,13:16
MH-XZY-2F-212,7,45.0,13:16
MH-SDL-2F-N202,8,36.0,13:16
MH-WX-1F-108,9,31.5,13:16
MH-BYGTSG-3F-04,10,29.5,13:16
MH-MLL-6F-A608,1,94.5,13:17
MH-YX-4A219,2,84.5,13:17
XH-XSY-4F-S409A,3,74.0,13:17
MH-ZYXY-6F-01,4,62.0,13:17
MH-HX-A-3F-302,5,51.5,13:17
MH-LZDTSG-2F-06,6,43.0,13:17
MH-GCLXSYZX-3F-05,7,42.5,13:17
MH-BYGTSG-2F-03,8,39.0,13:17
MH-LXZL-4F-423-1,9,35.5,13:17
MH-XTYG-CYL-54#-OUT,10,26.0,13:17
MH-BYGTSG-3F-04,1,330.5,13:18
MH-BYGTSG-4F-05,2,238.0,13:18
MH-BYGTSG-2F-05,3,208.5,13:18
MH-WX-1F-108,4,200.0,13:18
XH-XSY-3F-S301A,5,100.5,13:18
MH-YX1-2F-XSBG,6,81.0,13:18
MH-BYGTSG-1F-07,7,77.0,13:18
MH-GCLXSYZX-4F-03,8,46.0,13:18
MH-D1CY-2F-04,9,41.0,13:18
MH-CLE-3F-301-2,10,35.0,13:18
MH-MHKFT-1F-01,1,127.5,13:19
MH-BYGTSG-2F-03,2,127.5,13:19
MH-MLL-7F-A702,3,119.5,13:19
MH-CLB-2F-208,4,111.0,13:19
MH-MLL-7F-A704,5,107.5,13:19
MH-LZDTSG-2F-06,6,63.0,13:19
MH-BYGWLX-4F-02,7,54.0,13:19
MH-YX2-3F-2-305,8,50.5,13:19
MH-BYGTSG-2F-05,9,41.0,13:19
MH-HJL-2F-DGNT-1,10,37.0,13:19
MH-LZDTSG-2F-05,1,117.0,13:20
MH-YX2-3F-2-310,2,102.0,13:20
MH-XSY-1F-100-1,3,77.5,13:20
MH-LZDTSG-2F-06,4,52.5,13:20
MH-LZDTSG-3F-01,5,37.5,13:20
MH-NS3-2F-223,6,24.5,13:20
XH-XSY-3F-S303B,7,19.0,13:20
MH-WX-1F-108,8,15.5,13:20
MH-BYGWLX-4F-03,9,12.5,13:20
MH-XTYG-CYL-54#-OUT,10,10.0,13:20
MH-BYGTSG-3F-01,1,84.5,13:21
MH-BYGTSG-4F-04,2,81.0,13:21
MH-MLL-2F-B219,3,73.0,13:21
MH-XTYG-CYL-54#-OUT,4,23.0,13:21
MH-MLL-9F-A904,5,16.0,13:21
MH-MLL-5F-B508,6,14.5,13:21
XH-XSY-1F-S101-1,7,14.0,13:21
MH-BYGTSG-2F-02,8,11.5,13:21
MH-D4CY-2F-01,9,9.0,13:21
MH-GM-2F-201-1,10,8.5,13:21
MH-BYGTSG-1F-01,1,116.5,13:22
MH-HKY-2F-201,2,35.0,13:22
MH-XNTYG-2F-01,3,20.0,13:22
MH-GM-1F-105-B,4,13.0,13:22
MH-BYGSXX-3F-01,5,8.0,13:22
MH-LZDTSG-3F-02,6,8.0,13:22
MH-D4CY-1F-06,7,7.5,13:22
MH-GCLXSYZX-9#-OUT,8,6.5,13:22
MH-BYGTSG-4F-03,9,6.5,13:22
MH-XNTYG-1F-01,10,6.5,13:22
MH-BYGTSG-2F-05,1,204.5,13:23
MH-LZDTSG-2F-06,2,161.0,13:23
MH-NSSYL-2F-203,3,160.0,13:23
MH-MLL-6F-B606-2,4,142.0,13:23
MH-XZY-2F-202,5,117.0,13:23
MH-NS1-1F-0-111,6,97.0,13:23
MH-CLC-3F-310,7,89.5,13:23
MH-BYGTSG-2F-01,8,81.0,13:23
MH-GCLXSYZX-4F-01,9,47.5,13:23
MH-WX-4F-415,10,41.0,13:23
MH-WX-3F-309,1,168.5,13:24
MH-BYGTSG-1F-07,2,126.0,13:24
MH-BYGTSG-3F-04,3,117.0,13:24
MH-MLL-6F-A602,4,109.5,13:24
MH-BYGTSG-3F-05,5,66.0,13:24
MH-NS2-5F-0-508-1,6,64.0,13:24
MH-NS3-2F-223,7,61.0,13:24
