name,type,value,date
MH-WX-1F-128,1,103.5,18:55
MH-CLA-5F-500-3,2,68.5,18:55
MH-GCLXSYZX-4F-06,3,66.0,18:55
MH-YX2-1F-2-116,4,57.0,18:55
MH-MLL-4F-B401,5,46.5,18:55
MH-BYGTSG-4F-04,6,46.0,18:55
MH-LZDTSG-2F-03,7,42.0,18:55
MH-XTYG-CYL-2F-05,8,25.0,18:55
MH-CLD-4F-439,9,16.0,18:55
MH-LXZL-4F-410,10,12.0,18:55
MH-MLL-2F-B201,1,86.0,18:56
MH-XXY-5F-507,2,31.0,18:56
MH-XZY-2F-213,3,19.0,18:56
MH-XNTYG-2F-01,4,18.5,18:56
MH-LZDTSG-3F-02,5,12.5,18:56
MH-NXSWXY-BGT-02,6,12.0,18:56
MH-X49-student-14#-OUT,7,11.5,18:56
MH-XZY-1F-114,8,11.5,18:56
MH-GCLXSYZX-3F-04,9,8.5,18:56
MH-NS1-1F-0-107-1,10,6.5,18:56
MH-XZY-2F-213,1,62.0,18:57
MH-CL-A-5F-BGT-01,2,61.5,18:57
MH-LXZL-3F-320-1,3,38.0,18:57
MH-NXSWXY-BGT-01,4,27.5,18:57
MH-BYGTSG-4F-05,5,26.5,18:57
MH-ZYXY-6F-01,6,26.0,18:57
MH-D1CY-1F-18,7,19.0,18:57
MH-BYGTSG-2F-04,8,18.5,18:57
MH-D1CY-1F-17,9,18.0,18:57
MH-MLL-6F-B606-1,10,18.0,18:57
MH-CLB-2F-212,1,128.5,18:58
MH-XZY-1F-101,2,128.5,18:58
MH-FC2-6F-604,3,90.5,18:58
MH-MLL-5F-B508,4,87.0,18:58
MH-BYGTSG-2F-04,5,77.5,18:58
MH-BYGTSG-2F-03,6,65.0,18:58
MH-NS1-3F-0-YJ,7,44.5,18:58
MH-YX6-4F-410,8,36.0,18:58
MH-YYG-1F-01,9,32.0,18:58
MH-NS1-5F-0-507-1,10,31.0,18:58
MH-BYGSXX-3F-01,1,161.0,18:59
MH-BYGTSG-2F-05,2,145.0,18:59
MH-XZY-1F-101,3,136.5,18:59
MH-LZDTSG-3F-02,4,67.0,18:59
MH-MLL-4F-B408,5,67.0,18:59
MH-WX-1F-108,6,67.0,18:59
MH-XYYNL-1F-123,7,59.0,18:59
MH-LZDTSG-3F-10,8,56.5,18:59
MH-CL-A-5F-BGT-02,9,55.0,18:59
MH-BYGTSG-2F-03,10,53.0,18:59
MH-LZDTSG-2F-01,1,86.0,19:00
MH-JGDLZ-2F-203,2,63.0,19:00
MH-CLA-5F-500-4,3,62.5,19:00
MH-CL-A-5F-BGT-01,4,60.0,19:00
MH-D4CY-1F-04,5,56.5,19:00
MH-BYGTSG-2F-05,6,51.0,19:00
MH-HX-A-5F-526,7,49.0,19:00
MH-ZYXY-5F-01,8,40.5,19:00
MH-YYG-1F-04,9,27.0,19:00
MH-YX1-2F-XSBG,10,17.5,19:00
MH-WX-2F-201,1,110.0,19:01
MH-MLL-9F-A902,2,95.0,19:01
MH-LZDTSG-3F-03,3,87.0,19:01
MH-NS3-1F-103-1,4,49.0,19:01
MH-YYG-1F-03,5,13.5,19:01
MH-XTYG-1F-12,6,13.0,19:01
MH-XSY-1F-115,7,12.5,19:01
MH-YXL-7-22#-OUT,8,9.0,19:01
MH-XZY-1F-106,9,7.5,19:01
MH-MLL-4F-A408,10,3.0,19:01
MH-LZDTSG-3F-10,1,87.5,19:02
MH-LZDTSG-2F-06,2,82.5,19:02
MH-XZY-1F-101,3,61.5,19:02
MH-HX-A-5F-526,4,47.5,19:02
MH-NXSWXY-BGT-01,5,47.0,19:02
MH-XZY-1F-106,6,38.5,19:02
MH-XSY-1F-115,7,25.0,19:02
MH-BYGTSG-3F-05,8,24.0,19:02
MH-BYGTSG-2F-01,9,23.0,19:02
MH-XNTYG-2F-02,10,22.0,19:02
MH-CLD-3F-312,1,107.5,19:03
MH-BYGTSG-4F-05,2,78.5,19:03
MH-XZY-1F-113,3,69.5,19:03
MH-BYGTSG-3F-04,4,64.0,19:03
MH-MLL-2F-B219,5,53.0,19:03
MH-XZY-1F-112,6,33.0,19:03
MH-YYG-2F-07,7,33.0,19:03
MH-BYGTSG-2F-04,8,31.5,19:03
MH-NXSWXY-BGT-02,9,28.5,19:03
MH-YX7-5F-505,10,26.0,19:03
MH-BYGTSG-1F-07,1,83.0,19:04
MH-BYGTSG-2F-04,2,79.0,19:04
MH-LZDTSG-2F-03,3,37.5,19:04
MH-LZDTSG-3F-10,4,31.0,19:04
MH-XZY-2F-211,5,30.5,19:04
MH-LY-3F-305,6,23.5,19:04
MH-GCXLZX-SYL-2F-04,7,22.0,19:04
XH-XSY-1F-S101-2,8,19.0,19:04
MH-GCLXSYZX-9#-OUT,9,18.5,19:04
MH-CLE-2F-202-1,10,15.5,19:04
MH-CLD-4F-416,1,97.0,19:05
MH-MLL-9F-A902,2,93.5,19:05
MH-HKY-2F-201,3,66.0,19:05
MH-NXSWXY-BGT-01,4,26.0,19:05
MH-HX-A-4F-425,5,25.0,19:05
MH-CLB-2F-208,6,19.5,19:05
MH-BYGTSG-3F-05,7,19.0,19:05
MH-YX-4A227,8,14.0,19:05
MH-NXSWXY-BGT-02,9,14.0,19:05
MH-HLGC-1,10,12.5,19:05
MH-MLL-9F-A901,1,113.5,19:06
MH-HX-A-5F-535,2,54.0,19:06
MH-LZDTSG-3F-02,3,52.0,19:06
MH-XZY-1F-111,4,50.5,19:06
MH-XXY-5F-507,5,48.5,19:06
MH-MLL-9F-A906-2,6,46.0,19:06
MH-BYGSXX-3F-01,7,44.5,19:06
MH-BYGTSG-3F-02,8,40.0,19:06
MH-BYGTSG-3F-05,9,30.5,19:06
MH-YX2-3F-2-305,10,25.0,19:06
MH-LZDTSG-3F-02,1,185.0,19:07
MH-MLL-9F-A901,2,117.0,19:07
MH-NS2-5F-0-508-1,3,85.5,19:07
MH-LZDTSG-2F-06,4,85.5,19:07
MH-LZDTSG-3F-03,5,77.5,19:07
MH-GCLXSYZX-3F-02,6,75.5,19:07
MH-CL-A-5F-BGT-01,7,58.0,19:07
MH-HKY-2F-213,8,47.0,19:07
MH-YYG-1F-07,9,32.0,19:07
MH-D4CY-2F-06,10,25.0,19:07
MH-BYGTSG-2F-04,1,108.5,19:08
MH-HJKXL-2F-08,2,104.5,19:08
MH-XZY-1F-105,3,88.5,19:08
MH-BYGTSG-4F-05,4,83.5,19:08
MH-BYGTSG-2F-02,5,75.0,19:08
MH-LZDTSG-2F-06,6,28.5,19:08
MH-MLL-7F-B731,7,26.5,19:08
MH-XZY-2F-204,8,25.5,19:08
MH-D1CY-1F-12,9,24.5,19:08
MH-HJL-2F-DGNT-1,10,20.5,19:08
MH-HX-A-5F-526,1,59.5,19:09
MH-XZY-1F-101,2,40.5,19:09
MH-BYGTSG-1F-07,3,38.0,19:09
MH-NXSWXY-BGT-03,4,36.5,19:09
MH-CLD-4F-413,5,35.5,19:09
MH-GCLXSYZX-3F-03,6,33.5,19:09
MH-CLA-5F-500-4,7,29.5,19:09
MH-GCLXSYZX-9#-OUT,8,23.5,19:09
MH-XTYG-CYL-1F-03,9,23.0,19:09
MH-BYGTSG-2F-03,10,22.0,19:09
MH-XSY-1F-115,1,125.0,19:10
MH-CLF-2F-201,2,118.5,19:10
MH-GCLXSYZX-3F-04,3,72.0,19:10
MH-BYGTSG-3F-04,4,71.5,19:10
MH-LZDTSG-3F-03,5,59.0,19:10
MH-BYGSXX-3F-01,6,57.0,19:10
MH-LZDTSG-2F-05,7,53.0,19:10
MH-CLD-3F-312,8,51.0,19:10
MH-MLL-4F-A408,9,46.5,19:10
MH-LWLZX-1F-05,10,44.0,19:10
MH-GCLXSYZX-3F-03,1,129.0,19:11
MH-JZG-5F-501,2,38.0,19:11
MH-YX7-4F-401,3,38.0,19:11
MH-WLL-Z-7F-02,4,34.0,19:11
MH-BYGTSG-3F-04,5,17.0,19:11
MH-ZYXY-5F-04,6,16.0,19:11
MH-ZYXY-6F-01,7,16.0,19:11
MH-GCLXSYZX-9#-OUT,8,9.5,19:11
MH-JJT-42#-OUT,9,6.5,19:11
MH-XTYG-2F-203-2,10,1.0,19:11
MH-BYGTSG-3F-04,1,82.5,19:12
MH-CLD-4F-439,2,49.5,19:12
MH-XZY-2F-211,3,48.0,19:12
MH-YYG-1F-01,4,32.0,19:12
MH-LZDTSG-3F-09,5,32.0,19:12
MH-GCLXSYZX-9#-OUT,6,25.5,19:12
MH-BYGTSG-2F-02,7,17.0,19:12
MH-BYGTSG-3F-01,8,16.5,19:12
MH-GCLXSYZX-3F-01,9,16.0,19:12
MH-NXSWXY-BGT-01,10,16.0,19:12
MH-BYGTSG-2F-05,1,106.5,19:13
MH-BYGTSG-1F-07,2,73.5,19:13
MH-XTYG-CYL-2F-05,3,71.5,19:13
MH-BYGTSG-1F-01,4,63.5,19:13
MH-GMTYC-2F-07,5,55.0,19:13
MH-CLF-4F-413,6,49.0,19:13
MH-NXSWXY-BGT-01,7,47.0,19:13
MH-XZY-2F-202,8,43.5,19:13
MH-BYGSXX-3F-01,9,24.5,19:13
MH-XZY-1F-114,10,24.0,19:13
MH-YX3-2F-211,1,115.5,19:14
MH-BYGTSG-1F-07,2,84.5,19:14
MH-CLB-4F-404,3,74.5,19:14
MH-D1CY-1F-16,4,43.0,19:14
MH-NXSWXY-BGT-02,5,35.5,19:14
MH-BYGTSG-3F-01,6,34.5,19:14
MH-NS1-1F-105,7,31.5,19:14
MH-MLL-3F-B308,8,30.0,19:14
MH-HLGC-1F-02,9,26.0,19:14
MH-BYGTSG-3F-05,10,25.5,19:14
MH-XZY-1F-114,1,77.5,19:15
MH-BYGTSG-4F-05,2,71.5,19:15
MH-BYGTSG-2F-01,3,63.0,19:15
MH-WX-3F-309,4,55.0,19:15
MH-LZDTSG-2F-04,5,28.5,19:15
MH-BYGTSG-2F-02,6,22.5,19:15
MH-MLL-5F-A504-1,7,19.5,19:15
MH-D1CY-1F-16,8,19.0,19:15
MH-FC1-2F-202,9,18.0,19:15
MH-D1CY-1F-12,10,16.0,19:15
MH-MLL-9F-A902,1,78.0,19:16
MH-BYGTSG-4F-01,2,39.5,19:16
MH-SDL-2F-N202,3,38.5,19:16
MH-BYGSXX-3F-01,4,38.0,19:16
MH-MLL-3F-B308,5,28.0,19:16
MH-LZDTSG-2F-06,6,25.5,19:16
MH-HJKXL-2F-08,7,25.5,19:16
MH-HJL-3F-308,8,21.0,19:16
MH-BYGTSG-4F-02,9,19.5,19:16
MH-BYGTSG-3F-04,10,19.0,19:16
MH-CLA-5F-502-1,1,104.0,19:17
MH-MLL-4F-B408,2,68.0,19:17
MH-BYGTSG-4F-05,3,64.5,19:17
MH-BYGTSG-1F-07,4,63.5,19:17
MH-XSY-1F-115,5,54.0,19:17
MH-NSSYL-2F-207,6,52.0,19:17
MH-MLL-9F-A901,7,50.0,19:17
MH-D1CY-1F-16,8,49.5,19:17
MH-YX1-3F-301-B,9,48.5,19:17
MH-XZY-1F-105,10,41.5,19:17
MH-BYGSXX-3F-01,1,112.0,19:18
MH-GM-2F-203,2,71.0,19:18
MH-BYGTSG-2F-01,3,63.5,19:18
MH-BYGTSG-4F-05,4,61.0,19:18
MH-BYGTSG-3F-04,5,50.5,19:18
MH-STHJS-2F-205,6,39.0,19:18
MH-YX-4A223,7,33.0,19:18
MH-JGDLZ-2F-203,8,32.0,19:18
MH-LZDTSG-3F-10,9,31.0,19:18
MH-CL-A-5F-BGT-01,10,26.5,19:18
MH-BYGSXX-3F-01,1,159.0,19:19
MH-BYGTSG-2F-03,2,98.0,19:19
MH-NS3-2F-223,3,95.0,19:19
MH-WX-3F-309,4,84.0,19:19
MH-XZY-2F-211,5,73.5,19:19
MH-LZDTSG-3F-10,6,58.5,19:19
MH-XZY-1F-105,7,51.5,19:19
MH-CLD-3F-312,8,47.0,19:19
MH-YYG-1F-04,9,43.5,19:19
MH-BYGTSG-3F-05,10,25.0,19:19
MH-CLF-3F-317-1,1,84.5,19:20
MH-BYGTSG-2F-03,2,75.5,19:20
MH-BYGTSG-2F-04,3,69.0,19:20
MH-MLL-9F-A901,4,50.0,19:20
XH-XSY-4F-S404A,5,46.0,19:20
MH-MLL-5F-A506-2,6,41.0,19:20
MH-HX-A-5F-526,7,39.0,19:20
MH-LZDTSG-3F-02,8,38.0,19:20
MH-CLB-2F-208,9,30.0,19:20
MH-D4CY-2F-06,10,22.0,19:20
MH-BYGTSG-4F-05,1,75.0,19:21
MH-FC2-2F-217,2,42.5,19:21
MH-BYGTSG-3F-05,3,20.0,19:21
MH-WX-4F-407,4,17.0,19:21
MH-GCXLZX-SYL-2F-04,5,15.5,19:21
MH-D1CY-1F-16,6,11.0,19:21
MH-ZYXY-5F-01,7,9.5,19:21
MH-JJT-42#-OUT,8,9.5,19:21
MH-D1CY-1F-18,9,8.5,19:21
MH-YYG-1F-02,10,8.5,19:21
MH-BYGTSG-4F-04,1,76.0,19:22
MH-D1CY-1F-16,2,43.0,19:22
MH-LZDTSG-3F-01,3,35.5,19:22
MH-HX-A-1F-101,4,27.5,19:22
MH-NS3-1F-109,5,20.5,19:22
MH-XTYG-CYL-2F-05,6,18.5,19:22
MH-GCXLZX-SYL-2F-04,7,12.5,19:22
MH-YX2-4F-2-413,8,12.0,19:22
MH-LXZL-3F-311,9,11.5,19:22
MH-BYGTSG-2F-04,10,11.5,19:22
MH-BYGTSG-2F-04,1,106.0,19:23
MH-YX2-1F-2-116,2,79.5,19:23
MH-HX-A-4F-407A,3,61.5,19:23
MH-XTYG-CYL-2F-05,4,48.0,19:23
MH-YX-4A227,5,41.0,19:23
MH-WX-4F-415,6,34.0,19:23
MH-GM-2F-211-1,7,19.0,19:23
MH-MLL-5F-B508,8,14.5,19:23
MH-GCLXSYZX-9#-OUT,9,13.0,19:23
MH-LZDTSG-3F-02,10,10.0,19:23
MH-XSY-1F-115,1,160.0,19:24
MH-MLL-2F-B209,2,93.0,19:24
MH-XZY-1F-105,3,92.5,19:24
MH-MLL-7F-A702,4,85.5,19:24
MH-BYGTSG-4F-04,5,44.5,19:24
MH-WX-4F-415,6,43.0,19:24
MH-XTYG-CYL-1F-01,7,42.5,19:24
MH-XZY-1F-114,8,42.0,19:24
MH-BYGTSG-1F-01,9,19.0,19:24
MH-LXZL-4F-418,10,19.0,19:24
MH-XXY-5F-505,1,109.5,19:25
MH-BYGTSG-4F-05,2,72.5,19:25
MH-BYGTSG-2F-05,3,66.5,19:25
MH-BYGTSG-2F-02,4,60.5,19:25
MH-CL-E-2F-02,5,44.5,19:25
MH-ZYXY-6F-01,6,30.5,19:25
MH-HX-A-4F-408,7,20.0,19:25
MH-BYGTSG-2F-04,8,11.5,19:25
MH-D4CY-2F-01,9,11.5,19:25
MH-LY-3F-305,10,11.5,19:25
MH-HJL-3F-308,1,91.5,19:26
MH-STHJS-2F-205,2,82.0,19:26
MH-NS2-5F-0-508-1,3,76.5,19:26
MH-BYGTSG-4F-05,4,65.0,19:26
MH-CLB-2F-208,5,62.5,19:26
MH-LZDTSG-2F-05,6,59.5,19:26
MH-BYGTSG-3F-04,7,44.0,19:26
MH-LZDTSG-3F-01,8,34.5,19:26
MH-YYG-1F-04,9,32.5,19:26
MH-BYGSXX-3F-01,10,29.5,19:26
MH-YX-4A219,1,54.5,19:27
MH-MLL-6F-A608,2,25.5,19:27
MH-SXL-1F-05,3,17.5,19:27
MH-BYGTSG-3F-05,4,13.5,19:27
MH-MHKFT-1F-01,5,13.0,19:27
MH-XTYG-CYL-54#-OUT,6,11.0,19:27
MH-X49-student-14#-OUT,7,9.5,19:27
MH-LXZL-3F-326,8,6.5,19:27
MH-BYGSXX-3F-01,9,1.0,19:27
MH-XZY-1F-111,10,1.0,19:27
MH-ZYXY-5F-01,1,38.0,19:28
MH-CL-H-3F-313,2,27.0,19:28
MH-GCLXSYZX-4F-06,3,15.5,19:28
MH-XTYG-CYL-1F-01,4,10.5,19:28
MH-JJT-42#-OUT,5,7.5,19:28
MH-HKY-4F-401,6,5.5,19:28
MH-MLL-4F-B406-1,7,3.5,19:28
MH-HX-A-4F-407A,8,3.0,19:28
MH-BYGSXX-3F-01,9,1.0,19:28
MH-XZY-1F-111,10,1.0,19:28
MH-BYGTSG-3F-04,1,69.0,19:29
MH-BYGTSG-4F-04,2,60.0,19:29
MH-CLB-2F-208,3,40.5,19:29
MH-MLL-4F-A408,4,34.0,19:29
MH-MHKFT-1F-01,5,32.0,19:29
MH-LZDTSG-2F-05,6,24.0,19:29
MH-XZY-2F-201,7,21.0,19:29
MH-NXSWXY-BGT-04,8,19.0,19:29
MH-MLL-6F-A601,9,18.5,19:29
MH-BYGTSG-2F-02,10,15.5,19:29
MH-BYGTSG-2F-03,1,70.5,19:30
MH-BYGTSG-2F-02,2,58.0,19:30
MH-BYGTSG-3F-04,3,44.0,19:30
MH-XZY-1F-102,4,39.5,19:30
XH-XSY-4F-S403B,5,38.0,19:30
MH-XZY-1F-101,6,25.0,19:30
MH-BYGSXX-3F-01,7,24.0,19:30
MH-CLF-5F-519,8,22.0,19:30
MH-WX-4F-415,9,20.5,19:30
MH-BYGTSG-2F-04,10,20.5,19:30
MH-MLL-9F-A901,1,89.5,19:31
MH-LZDTSG-3F-10,2,49.0,19:31
MH-MLL-7F-A710,3,49.0,19:31
MH-BYGTSG-2F-02,4,43.5,19:31
XH-XSY-4F-S403C,5,37.0,19:31
MH-BYGTSG-3F-05,6,30.0,19:31
MH-BYGTSG-4F-01,7,26.5,19:31
MH-YYG-1F-06,8,23.0,19:31
MH-MLL-7F-A704,9,22.5,19:31
MH-FC1-3F-303,10,19.5,19:31
MH-XXY-5F-505,1,102.0,19:32
MH-BYGTSG-2F-05,2,69.5,19:32
MH-XZY-1F-104,3,67.0,19:32
MH-BYGTSG-3F-04,4,65.0,19:32
MH-ZYXY-6F-01,5,44.0,19:32
MH-YYG-1F-07,6,41.5,19:32
MH-XZY-1F-101,7,41.5,19:32
MH-BYGTSG-4F-03,8,39.5,19:32
MH-LZDTSG-3F-02,9,37.5,19:32
MH-HX-A-4F-425,10,37.0,19:32
MH-XXY-4F-407,1,85.0,19:33
MH-BYGTSG-2F-04,2,72.5,19:33
MH-LZDTSG-3F-02,3,62.5,19:33
MH-BYGTSG-3F-01,4,47.0,19:33
MH-YX2-2F-2-207,5,46.0,19:33
MH-MLL-4F-B408,6,41.0,19:33
MH-NXSWXY-BGT-01,7,38.5,19:33
MH-XZY-1F-105,8,33.5,19:33
MH-LZDTSG-3F-09,9,24.5,19:33
MH-XTYG-CYL-2F-05,10,23.0,19:33
MH-WX-4F-417-2,1,82.5,19:34
MH-BYGTSG-3F-05,2,60.5,19:34
MH-BYGTSG-3F-04,3,55.5,19:34
MH-BYGTSG-4F-04,4,47.0,19:34
MH-GCLXSYZX-2F-01,5,27.0,19:34
MH-NXSWXY-BGT-01,6,25.5,19:34
MH-GCLXSYZX-3F-01,7,25.0,19:34
MH-CLD-4F-413,8,18.0,19:34
MH-BYGTSG-2F-05,9,16.0,19:34
MH-HJL-2F-DGNT-1,10,15.0,19:34
MH-D1CY-1F-16,1,46.5,19:35
MH-BYGTSG-2F-01,2,27.5,19:35
MH-YX2-1F-2-103,3,25.5,19:35
MH-CL-H-3F-313,4,17.0,19:35
MH-student-X37-11#-OUT,5,9.0,19:35
MH-D4CY-2F-01,6,7.5,19:35
MH-XTSWD-4F-ZD-4-1,7,6.5,19:35
MH-LZDTSG-3F-01,8,6.5,19:35
MH-BYGSXX-3F-01,9,1.0,19:35
MH-XZY-1F-111,10,1.0,19:35
MH-BYGSXX-3F-01,1,147.0,19:36
MH-YX3-5F-521,2,87.0,19:36
MH-MLL-4F-B401,3,73.0,19:36
MH-HX-A-5F-535,4,68.0,19:36
MH-XZY-2F-213,5,61.5,19:36
MH-BYGTSG-1F-07,6,56.0,19:36
MH-CL-A-5F-BGT-01,7,45.0,19:36
MH-XZY-1F-111,8,39.5,19:36
MH-BYGTSG-4F-04,9,38.0,19:36
MH-CLA-5F-500-3,10,36.0,19:36
MH-CLB-2F-202,1,103.5,19:37
MH-MLL-4F-A406,2,89.5,19:37
MH-XZY-1F-106,3,72.0,19:37
MH-FXCSZX-2-3F-04,4,41.0,19:37
MH-YYG-1F-07,5,28.5,19:37
MH-XZY-2F-203,6,23.5,19:37
MH-D1CY-1F-16,7,21.5,19:37
MH-BYGTSG-2F-03,8,21.0,19:37
MH-NS2-3F-0-301,9,16.5,19:37
MH-BYGTSG-2F-05,10,16.0,19:37
MH-WX-4F-417-2,1,94.0,19:38
MH-GCLXSYZX-3F-03,2,70.5,19:38
MH-ZYXY-6F-01,3,53.0,19:38
MH-BYGSXX-3F-01,4,49.0,19:38
MH-BYGTSG-2F-01,5,48.5,19:38
MH-NXSWXY-BGT-01,6,22.5,19:38
MH-LZDTSG-2F-02,7,19.5,19:38
MH-HX-A-5F-535,8,14.0,19:38
MH-JZG-5F-501,9,13.5,19:38
MH-LZDTSG-3F-02,10,13.0,19:38
MH-CLB-2F-212,1,70.5,19:39
XH-XSY-4F-S404B,2,70.5,19:39
MH-LZDTSG-3F-01,3,68.0,19:39
MH-GCLXSYZX-4F-01,4,48.5,19:39
MH-XSY-1F-115,5,46.5,19:39
MH-HX-A-3F-302,6,37.0,19:39
MH-NXSWXY-BGT-04,7,37.0,19:39
MH-LZDTSG-3F-10,8,30.0,19:39
MH-YYG-1F-04,9,29.5,19:39
MH-MLL-4F-A408,10,27.5,19:39
MH-GCLXSYZX-3F-03,1,140.0,19:40
MH-HJL-1F-124,2,102.0,19:40
MH-XXY-5F-507,3,94.0,19:40
MH-MLL-4F-A406,4,75.5,19:40
MH-XZY-2F-213,5,68.0,19:40
MH-BYGTSG-3F-05,6,62.5,19:40
MH-BYGTSG-4F-05,7,59.0,19:40
MH-CLD-4F-421,8,47.5,19:40
MH-BYGTSG-3F-02,9,45.5,19:40
MH-YX3-2F-213,10,45.0,19:40
MH-MLL-6F-A602,1,97.0,19:41
MH-YX-4A225,2,70.0,19:41
MH-YX-4A323B,3,29.5,19:41
MH-HX-A-5F-535,4,21.0,19:41
MH-NS1-3F-323,5,18.0,19:41
MH-MLL-6F-A601,6,15.5,19:41
MH-CLB-2F-212,7,12.0,19:41
MH-ZYXY-6F-01,8,10.5,19:41
MH-GCLXSYZX-2F-04,9,9.0,19:41
MH-MHKFT-1F-01,10,8.5,19:41
MH-BYGSXX-3F-01,1,76.5,19:42
MH-NS1-2F-204,2,68.5,19:42
MH-XZY-2F-213,3,67.0,19:42
XH-XSY-1F-S101-2,4,63.0,19:42
MH-XZY-1F-114,5,49.0,19:42
MH-MLL-4F-B406-2,6,44.0,19:42
MH-LZDTSG-3F-10,7,33.0,19:42
MH-LZDTSG-2F-01,8,29.0,19:42
MH-XZY-1F-101,9,23.5,19:42
MH-GCXLZX-B-2F-03,10,21.5,19:42
MH-FC1-3F-305,1,115.5,19:43
MH-XZY-1F-111,2,72.5,19:43
MH-MLL-6F-B604,3,72.5,19:43
MH-MLL-2F-B203,4,52.5,19:43
MH-BYGTSG-2F-04,5,48.0,19:43
MH-XTYG-CYL-2F-05,6,45.5,19:43
MH-BYGTSG-2F-05,7,39.0,19:43
MH-NSSYL-2F-207,8,34.0,19:43
MH-MLL-2F-B219,9,16.5,19:43
MH-BYGTSG-3F-01,10,16.5,19:43
MH-XTYG-1F-09,1,97.0,19:44
MH-HX-A-1F-108,2,90.5,19:44
MH-MLL-8F-A810,3,85.5,19:44
MH-XZY-1F-111,4,71.5,19:44
MH-NS3-4F-401,5,30.5,19:44
MH-XNTYG-2F-02,6,27.5,19:44
MH-BYGTSG-2F-05,7,26.5,19:44
MH-NXSWXY-BGT-03,8,21.0,19:44
MH-BYGTSG-3F-05,9,15.5,19:44
MH-MLL-7F-A702,10,15.5,19:44
MH-XXY-5F-505,1,127.5,19:45
MH-MLL-4F-A408,2,103.5,19:45
MH-HJL-4F-417,3,76.5,19:45
MH-XSY-1F-115,4,44.0,19:45
MH-YX1-2F-XSBG,5,43.0,19:45
MH-CLD-5F-539,6,31.5,19:45
MH-BYGWLX-4F-03,7,19.5,19:45
MH-LXZL-3F-320-1,8,18.0,19:45
MH-BYGSXX-3F-01,9,16.0,19:45
XH-XSY-1F-S103-2,10,13.0,19:45
MH-FC1-3F-305,1,124.0,19:46
MH-YX2-1F-2-116,2,62.5,19:46
MH-BYGTSG-3F-04,3,27.0,19:46
MH-GCLXSYZX-3F-06,4,25.0,19:46
MH-BYGTSG-4F-04,5,25.0,19:46
MH-CLF-5F-519,6,24.5,19:46
MH-LZDTSG-3F-02,7,15.5,19:46
MH-BYGTSG-3F-05,8,14.0,19:46
MH-SDL-3F-TestRoom,9,12.0,19:46
MH-BYGSXX-3F-01,10,11.5,19:46
MH-ZYXY-5F-01,1,98.0,19:47
MH-CLB-4F-405,2,54.0,19:47
MH-BYGTSG-2F-01,3,44.0,19:47
MH-XTYG-CYL-1F-01,4,42.0,19:47
MH-SXL-1F-05,5,40.5,19:47
MH-NS2-5F-0-508-1,6,31.0,19:47
MH-YX-4A115-1,7,26.5,19:47
MH-HKY-2F-213,8,23.0,19:47
MH-BYGTSG-4F-04,9,18.5,19:47
MH-BYGTSG-3F-04,10,16.5,19:47
MH-XSY-1F-115,1,77.5,19:48
MH-NS2-5F-0-508-1,2,66.0,19:48
MH-MLL-4F-B408,3,58.0,19:48
MH-CLF-5F-519,4,57.0,19:48
MH-CL-H-3F-313,5,50.0,19:48
MH-SDL-2F-N201,6,47.5,19:48
MH-GCLXSYZX-9#-OUT,7,44.0,19:48
MH-GCLXSYZX-3F-03,8,42.0,19:48
MH-ZYXY-6F-04,9,35.5,19:48
MH-SXL-1F-05,10,33.0,19:48
MH-BYGTSG-2F-03,1,58.0,19:49
MH-BYGTSG-1F-01,2,57.0,19:49
MH-BYGTSG-3F-04,3,45.5,19:49
MH-CLB-2F-208,4,42.5,19:49
MH-YX3-2F-209,5,34.0,19:49
MH-XNTYG-2F-01,6,25.5,19:49
MH-ZYXY-5F-04,7,18.5,19:49
MH-GCLXSYZX-4F-06,8,16.0,19:49
MH-LZDTSG-3F-10,9,14.5,19:49
MH-ZYXY-6F-01,10,12.5,19:49
MH-XSY-1F-115,1,123.0,19:50
MH-YX-4A225,2,52.5,19:50
MH-MLL-6F-A608,3,50.5,19:50
MH-YX1-2F-XSBG,4,43.5,19:50
MH-MLL-4F-B408,5,32.5,19:50
MH-XXY-5F-505,6,31.0,19:50
MH-HX-A-4F-419B,7,30.5,19:50
MH-BYGSXX-3F-01,8,23.5,19:50
MH-FC1-3F-303,9,18.0,19:50
MH-LZDTSG-2F-01,10,14.0,19:50
MH-XZY-1F-114,1,87.5,19:51
MH-BYGSXX-3F-01,2,58.0,19:51
MH-HJL-3F-322,3,52.0,19:51
MH-NS2-5F-0-508-1,4,47.5,19:51
MH-YYG-1F-01,5,40.0,19:51
MH-XNTYG-3F-01,6,31.5,19:51
MH-WLL-Z-1F-04,7,21.0,19:51
MH-GCLXSYZX-9#-OUT,8,18.5,19:51
MH-HX-A-4F-407A,9,18.5,19:51
MH-HLGC-1,10,18.0,19:51
MH-XZY-1F-107,1,81.0,19:52
MH-CL-E-3F-01,2,80.0,19:52
MH-BYGTSG-3F-04,3,39.0,19:52
MH-NS3-3F-303,4,38.0,19:52
MH-XTYG-CYL-2F-05,5,22.0,19:52
MH-CL-A-5F-BGT-01,6,17.5,19:52
MH-BYGTSG-2F-05,7,16.5,19:52
MH-D1CY-1F-17,8,15.0,19:52
MH-ZYXY-5F-03,9,14.5,19:52
MH-YYG-2F-07,10,12.5,19:52
MH-XZY-2F-212,1,73.5,19:53
MH-ZYXY-5F-01,2,63.5,19:53
MH-GCLXSYZX-3F-05,3,28.0,19:53
